STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA,MEASURE,FREQ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,UNIT_MULT,CURRENCY,BASE_PER,METHODOLOGY,DECIMALS,PRICE_BASE,ADJUSTMENT
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2008,-24625000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2009,-36141000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2010,-25544000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2011,-21364000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2012,-17311000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2013,-24218000000.0001,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2014,-6641999999.99997,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2015,-10356000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2016,368000000.000007,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2017,1282999999.99995,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2018,1628000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2019,1525000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2020,-16128000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2021,-12676000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2022,-5143000000.00007,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2023,-3507999999.99993,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2024,-1476015852.43123,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLG,A,2025,-867961474.626021,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,1995,0.568319499973043,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,1996,0.613056449059182,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,1997,0.64641422642956,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,1998,0.675613739771004,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,1999,0.690080165330578,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2000,0.710071498808353,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2001,0.735929401176647,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2002,0.764787253545775,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2003,0.791170147164214,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2004,0.815061415643073,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2005,0.843477608706522,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2006,0.871427142880952,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2007,0.897476708721522,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2008,0.935442742620957,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2009,0.948042532624457,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2010,0.992641789303508,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2011,1.02359127347878,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2012,1.03418276362061,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2013,1.02534957750704,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2014,1.01105814903085,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2015,1,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2016,1.00013333111115,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2017,1.01151647472542,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2018,1.01934967750538,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2019,1.02462458959018,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2020,1.01169147180881,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2021,1.0174997083382,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2022,1.11212313128114,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2023,1.15833069444826,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2024,1.19264266308562,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CPIH,A,2025,1.21960042218972,,IX,0,,2015,,2,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,1995,110672600000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,1996,122216600000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,1997,132144100000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,1998,139659800000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,1999,152844300000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2000,156979700000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2001,166816500000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2002,178133100000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2003,195097000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2004,208380200000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2005,213201400000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2006,235369400000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2007,259139400000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2008,270809000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2009,266591900000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2010,237961600000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2011,214490000000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2012,195930600000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2013,182969399999.999,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2014,178117200000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2015,175868700000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2016,173823300000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2017,179162800000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2018,179848300000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2019,182699100000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2020,172391400000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2021,188279600000,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2022,212332962820.21,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2023,225491158141.416,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2024,235682493887.244,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,FDD,A,2025,245476680039.198,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,1995,-9920120373.85174,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,1996,-10223198189.1268,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,1997,-8034162746.50299,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,1998,-9364969438.97757,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,1999,-9814125247.28706,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2000,-7913396671.06755,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2001,-9975390200.13971,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2002,-10047527352.4917,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2003,-16366695568.7395,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2004,-20110580161.4956,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2005,-16986256738.2754,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2006,-22509646718.5146,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2007,-26472540797.9316,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2008,-32820851476.8411,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2009,-39812974094.5495,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2010,-28025295906.9399,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2011,-17161084863.6889,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2012,-4494469800.6566,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2013,-537021143.881595,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2014,-4039674295.6279,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2015,202123325.515396,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2016,3269891454.94357,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2017,2882204727.68809,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2018,2979148236.87565,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2019,2063882246.31618,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2020,-6483812452.14641,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2021,-8632395726.94662,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2022,-4381142747.17653,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2023,-3233961912.60671,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2024,-2187432799.89118,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,NLGU,A,2025,-3138554338.28939,,XDC,0,EUR,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,1995,0.869595084055654,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,1996,0.912094708350353,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,1997,0.941132209091311,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,1998,0.920896016367794,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,1999,0.960605126768455,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2000,0.959520444041365,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2001,0.973113179504809,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2002,1.00056277247135,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2003,1.02082788828105,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2004,1.0341265933585,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2005,1.0305821409237,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2006,1.07334159795659,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2007,1.08640136122798,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2008,1.11449795577354,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2009,1.10973817613115,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2010,1.03398098825417,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2011,1.03799618470222,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2012,1.0353414496954,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2013,1.0281890021032,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2014,1.01258727245882,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2015,0.999999999999998,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2016,0.988228878347926,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2017,0.98927964935915,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2018,0.992596412756188,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2019,0.9939443350562,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2020,0.991107842481782,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2021,1.01387957277746,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2022,1.07028561042,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2023,1.11598194909075,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2024,1.17357320986405,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,PIT,A,2025,1.188246162099,,IX,0,,2015,,2,D,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,1995,71162900000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,1996,78092300000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,1997,84285800000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,1998,86471100000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,1999,93393300000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2000,95641300000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2001,100685600000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2002,108123200000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2003,115871500000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2004,124016900000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2005,131812500000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2006,139855900000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2007,150861600000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2008,163039000000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2009,161838100000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2010,150741100000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2011,141761500000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2012,132276200000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2013,125549100000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2014,122428000000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2015,120454400000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2016,118646900000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2017,122054100000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2018,124323200000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2019,126602100000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2020,115470300000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2021,125749800000,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2022,143718640259.178,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2023,152802761390.168,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2024,158951935380.002,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,CP,A,2025,164024207502.503,,XDC,0,EUR,,GDP,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,XGSD,A,1995,22213187800.396,,USD_EXC,0,,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,XGSD,A,1996,23243729659.6936,,USD_EXC,0,,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,XGSD,A,1997,25578939999.4183,,USD_EXC,0,,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,XGSD,A,1998,24335823518.5061,,USD_EXC,0,,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,XGSD,A,1999,30003034649.6412,,USD_EXC,0,,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,XGSD,A,2000,31680683741.0272,,USD_EXC,0,,,,2,V,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.1),I,GRC,XGSD,A,2001,31087253649.2365,,USD_EXC,0,,,,2,V,
